id,name,chemical,description,price,stock_quantity,category,status,image_path
1448,Calamox 375mg Tablets,Co-Amoxiclav,"Form: Tablets
Size: Pack of 6 Tablets
Prescription Required: No",178,100,Bosch,in_stock,/static/uploads/medicines/1438.jpeg
1449,Calamox 625mg Tablets,Co-Amoxiclav,"Form: Tablets
Size: Pack of 6 Tablets
Prescription Required: No",232,100,Bosch,in_stock,/static/uploads/medicines/1439.jpeg
1450,Calamox Drop 20ml,Co-Amoxiclav,"Form: Drops
Size: Pack of 1 Drops
Prescription Required: No",203,100,Bosch,in_stock,/static/uploads/medicines/1440.jpg
1451,Cabok 5mg Tablets,Amlodipine Besylate,"Form: Tablets
Size: Pack of 20 Tablets",237,100,Platinum,in_stock,/static/uploads/medicines/1441.jpeg
1452,Cadla 0.5mcg Tablets,Alfacalcidol,"Form: Tablets
Size: Pack of 20 Tablets",532,100,Macter,in_stock,/static/uploads/medicines/1442.jpg
1453,Caelyx 4mg Capsules,Thiocolchicoside,"Product Overview Caelyx 4mg Capsules are a medication used to treat muscle stiffness and spasms caused by certain conditions such as multiple sclerosis, spinal cord injury, or stroke. These capsules contain Thiocolchicoside, which helps relax muscles and improve mobility. Key Benefits - Relieves muscle stiffness and spasms - Improves mobility and range of motion - Fast-acting formula - Easy-to-swallow capsules How It Works Thiocolchicoside, the active ingredient in Caelyx capsules, works by acting directly on the central nervous system to inhibit the transmission of pain signals and reduce muscle contractions. This helps to relax muscles and alleviate stiffness and spasms. Directions for Use 1. Take Caelyx capsules as directed by your healthcare provider. 2. Swallow the capsules whole with a glass of water. 3. Do not crush or chew the capsules. 4. Take the medication with or without food, as recommended by your doctor. 5. Do not exceed the recommended dose without consulting your healthcare provider. Precautions - Inform your healthcare provider about any allergies or medical conditions before taking Caelyx capsules. - Avoid driving or operating heavy machinery until you know how this medication affects you. - Do not consume alcohol while taking Caelyx capsules, as it may increase drowsiness. - Keep out of reach of children and pets. Storage Instructions Store Caelyx capsules in a cool, dry place away from direct sunlight and moisture. Keep the medication in its original packaging and out of reach of children. Do not store in the bathroom or kitchen. Manufacturer Information Caelyx 4mg Capsules are manufactured by Rotex Pharmaceuticals, a trusted pharmaceutical company known for producing high-quality medications. Rotex is committed to providing safe and effective treatments for various health conditions.
Form: Capsules
Size: Pack of 20 Capsules",477,100,Rotex,in_stock,/static/uploads/medicines/1443.jpeg
1454,Caflam 50mg Tablets,Diclofenac Potasium,"Form: Tablets
Size: Pack of 20 Tablets",371,100,Novartis,in_stock,/static/uploads/medicines/1444.jpg
1455,Cafran 0.5g Inj For Iv Im,Cefotaxime,"Form: Injection
Size: Pack of 1 Injection",110,100,Fynk,in_stock,/static/uploads/medicines/1445.png
1456,Calamine Lotion 120ml (Nawab),"Aqua, Bentonite, Castor Oil, Glycerine, Sodium Citrate, Zinc, Zinc oxide, Calamine, Calcium Hydroxide","Product Overview Calamine lotion is a popular skincare product known for its soothing and calming properties. It is commonly used to relieve itching, irritation, and discomfort caused by various skin conditions such as sunburn, insect bites, rashes, and minor skin irritations. Key Benefits - Provides relief from itching and irritation - Soothes sunburn and minor skin irritations - Helps reduce inflammation and redness - Forms a protective barrier on the skin - Can be used on all skin types How It Works Calamine lotion works by forming a protective barrier on the skin, which helps to soothe and protect irritated skin. The active ingredients, such as Aqua, Castor Oil, and Glycerine, work together to reduce itching, inflammation, and redness, providing relief and comfort to the affected area. Directions for Use 1. Shake the bottle well before use. 2. Apply a thin layer of calamine lotion to the affected area using a cotton ball or clean hands. 3. Allow the lotion to dry on the skin before covering with clothing or bandages. 4. Reapply as needed, especially after washing or sweating. Precautions - Avoid contact with eyes and mucous membranes. - Do not apply to broken or irritated skin. - Discontinue use if irritation occurs and consult a healthcare professional. - Keep out of reach of children. Storage Instructions Store calamine lotion in a cool, dry place away from direct sunlight and heat. Make sure to keep the bottle tightly closed when not in use to prevent evaporation and contamination. Manufacturer Information Calamine lotion 120ml (Nawab) is manufactured by Msic Medicine 2, a trusted company known for producing high-quality skincare products. Feel confident in using this product to provide relief and comfort to your skin.
Form: Lotion
Size: Pack of 1",80,100,Msic Medicine 2,in_stock,/static/uploads/medicines/1446.jpeg
1457,Calamine Lotion Local,Calamine,"Product Overview: Calamine Lotion Local by Msic Medicine 2 is a soothing topical solution designed to provide relief from itching and irritation caused by various skin conditions such as eczema, poison ivy, and insect bites. Key Benefits: - Relieves itching and irritation - Soothes inflamed skin - Helps dry out oozing and weeping skin - Provides a protective barrier on the skin - Can be used for mild sunburn relief - Suitable for all skin types How It Works: Calamine lotion contains a combination of zinc oxide and iron oxide, which work together to calm and protect the skin. Zinc oxide has anti-inflammatory properties that help reduce redness and swelling, while iron oxide provides a soothing effect. When applied to the affected area, calamine lotion forms a thin film that acts as a barrier, preventing further irritation and promoting healing. Directions for Use: 1. Shake the bottle well before use. 2. Clean and dry the affected area before applying the lotion. 3. Use a cotton ball or pad to apply a thin layer of the lotion to the skin. 4. Allow the lotion to dry completely before covering with clothing or bandages. 5. Reapply as needed, up to 3-4 times a day. Precautions: - For external use only. Avoid contact with eyes, mouth, and other mucous membranes. - Do not apply to broken or irritated skin. - Discontinue use if irritation or rash develops. - Keep out of reach of children. Storage Instructions: Store Calamine Lotion Local in a cool, dry place away from direct sunlight. Keep the bottle tightly closed when not in use to prevent evaporation of the product. Manufacturer Information: Calamine Lotion Local is manufactured by Msic Medicine 2, a trusted name in the field of pharmaceuticals. Our products are made with high-quality ingredients and are rigorously tested for safety and efficacy.
Form: Lotion
Size: Pack of 1 Lotion",167,100,Msic Medicine 2,in_stock,
1458,Calamix V Lotion,"Menthol, Zinc oxide","Product Overview Calamix V Lotion by Vertex Cosmetics is a soothing and cooling lotion formulated with the active ingredients Menthol and Zinc oxide. This lotion is designed to provide relief from minor skin irritations, itching, and rashes. Key Benefits - Soothes and cools irritated skin - Helps relieve itching and discomfort - Formulated with menthol for a refreshing sensation - Contains zinc oxide to protect and heal the skin - Fast-absorbing formula for quick relief How It Works Calamix V Lotion works by creating a cooling sensation on the skin, thanks to the menthol content. This helps to relieve itching and discomfort, while the zinc oxide acts as a protective barrier to promote healing and soothe irritated skin. The lotion is quickly absorbed, providing fast relief from minor skin irritations. Directions for Use 1. Cleanse the affected area with a mild soap and water. 2. Pat dry the skin before applying Calamix V Lotion. 3. Apply a thin layer of the lotion to the affected area. 4. Gently massage the lotion into the skin until fully absorbed. 5. Use as needed for relief from minor skin irritations. Precautions - For external use only. Avoid contact with eyes. - Discontinue use if irritation occurs. - Keep out of reach of children. - If pregnant or nursing, consult a healthcare professional before use. Storage Instructions Store Calamix V Lotion in a cool, dry place away from direct sunlight. Keep the lid tightly closed when not in use to prevent contamination. Manufacturer Information Calamix V Lotion is manufactured by Vertex Cosmetics, a trusted name in skincare products. Vertex Cosmetics is dedicated to providing high-quality products that promote skin health and wellness.
Form: Lotion
Size: Pack of 1 Lotion",495,100,Vertex Cosmetics,in_stock,/static/uploads/medicines/1448.png
